ARL26PR1187FB576E5,SOUFWFG12AC9072C7E,If Looks Could Kill,207.01995,0
AR44YO41187B9B3B18,SOIDZYO12869A05669,Gone,202.52689,2003
AR050VJ1187B9B13A7,SOZQSGL12AF72A9145,Halloween,216.842,1982
AR6SPRZ1187FB4958B,SOECIFL12A6D4F78FE,I Am Trying to Break Your Heart,363.96363,2002
ARBNXYA1187FB51C50,SOIKPOX12A58A7BA0B,A Lo Clasico,235.15383,2007
ARF5M7Q1187FB501E8,SOOXLKF12A6D4F594A,Harder To Breathe,173.66159,2002
AR8P6CT1187FB458AB,SOFPDCU12A6D4FD0DC,Revolution Deathsquad (Album Version),473.41669,2005
AR79C1C1187FB4C482,SOXQUPO12A6D4FC2B6,Enganchate Conmigo,205.21751,1991
ARDOL0J1187B9AC52A,SOLWQQJ12A8C13A2BD,Szex & KV,189.98812,0
ARA45QA1187FB40E80,SODGSFW12A8C1337FB,Loneliness,471.45751,2002
AR4OH581187B9B7157,SODTPBM12A8C1339D7,Let's Get Married,248.37179,2000
ARTDQRC1187FB4EFD4,SOCHRXB12A8AE48069,Let's Get It Started,229.61587,2004
AR9W3X91187FB3994C,SOBJUKG12A58A7DCA8,Two Hearts,204.19873,1988
ARS5WKC1187B9AC7D1,SODHZVG12A8C1404DD,Still Waters,396.22485,0
ARMYDZ21187B9A550C,SOJNJGQ12A6D4F62BC,Atrevido,242.85995,1999
ARMB0B11187B9AE46C,SORDWGC12AB01840A3,The Moon Asked The Crow,232.17587,2010
AR1N3PB1187B9B25C1,SOBRFPG12A8AE4837D,El Novio Del Olvido,144.5873,1997
ARL4UQB1187B9B74E3,SONZWDK12A6701F62B,You Get What You Give,300.82567,1998
AR4SRB61187FB5538F,SODWLOQ12AB017EC73,Till The Sky Falls Down,470.5171,2007
ARC0IOF1187FB3F6E6,SOHDWWH12A6D4F7F6A,I Want A New Drug,286.4322,1983
AROPXGU1187B98987F,SOJWLVW12A67ADE81C,Possibilities (The Face Of Love Album Version),209.89342,0
ART5MUE1187B98C961,SOHIBSG12A8C13E741,Eye Of The Beholder,389.98159,1988
AR67LN11187FB569FB,SOJWKFY12A6D4F6949,Girlfriend,284.23791,0
ARXQUKV11F50C502B1,SOIZLVK12AC468C3BA,Next Hype,236.35546,2009
AR5KOSW1187FB35FF4,SOZCTXZ12AB0182364,Setanta matins,269.58322,0
ARM0P6Z1187FB4D466,SOCGOZK12A8151BD5D,Fake Tales Of San Francisco,177.94567,2004
ARRE7IQ1187FB4CF13,SOCSXKQ12A6D4F95A0,Dismantle. Repair.,258.42893,0
ARS4WS71187FB3F6AB,SODLAPJ12A8C142002,Mia,204.79955,2007
ARA3I0J1187FB57869,SODPLYE12AB01898FB,A New Hope,225.12281,1997
AR8K3HD1187B9B9CA9,SOCOWCL12A8C1415F7,Beautiful,285.36118,2005
ARQGRMP11E2835E446,SOFOOFA12A58A7965E,Meus Sonhos,198.63465,2006
ARR3ONV1187B9A2F59,SOXFSTR12A8AE463B0,The Small Print,209.00526,0
ARS927Z1187B9ACA29,SOSMTXQ12A6D4F721D,If I Were A Carpenter,226.48118,1993
ARJKLZN12086C16C46,SOMVLEG12AB017C1D0,Passenger 10,392.75057,0
ARVLXWP1187FB5B94A,SOIOESO12A6D4F621D,Unwell (Album Version),229.14567,2003
ARKQQZA12086C116FC,SOULTKQ12AB018A183,Nothin' On You [feat. Bruno Mars] (Album Version),269.63546,2010
AR3ZL6A1187B995B37,SOVWWJW12A670206BE,Astrud Astronette,205.42649,2005
ARQSM561187FB4A0CF,SOSLZJM12A58A7CF4E,The Mixed Tape (Album Version),194.89914,0
ARPTKAK1187FB5308A,SOTSQDK12AB0184D15,You (w/o Organ Version),231.8624,2002
AROR8OB1187FB50D6A,SOTETAR12AF72A5FF7,Paradigm Shift,535.35302,1998
ARVXU2X1187B9AE6D8,SOLLOSO12AB0184A7A,Missing (Live in Europe),255.13751,0
ARQEL841187FB52D01,SOKMBHF12A58A7ACE4,Ring My Bell,491.93751,1979
ARF8JDZ1187FB37A42,SOYMXQJ12A8C137881,Despre tine,226.16771,2004
ARPDVPJ1187B9ADBE9,SOLZOBD12AB0185720,Hey Daddy (Daddy's Home),224.10404,2010
AR7Q0O91187FB4DBE7,SORTPHZ12A8C13D374,I Am The Club (Explicit Album Version),223.65995,0
ARGLI7X1187B9930BB,SOTUWPH12AB017DEBC,Ezio In Florence,138.39628,2009
AROS1ML1187FB4CF35,SOKOGIP12AB0182FCD,Adrenaline,200.9073,2007
AR6XPWV1187B9ADAEB,SODOLVO12B0B80B2F4,Hell,117.002,2005
ARSW5F51187FB4CFC9,SOPANEB12A8C13E81E,God Smack,230.60853,1992
ARTYXEZ1187FB54560,SOYRFUE12AB0183E5C,Sometime Around Midnight,303.56853,2008
ARVHQNN1187B9B9FA3,SOLAYSZ12A6701F5BE,Sun / C79,275.87873,1974
ARDAHWH1187FB4B0E7,SOFZZKJ12A6701D935,Never Saw It Coming,199.67955,2002
ARPN0Y61187B9ABAA0,SOFVOQL12A6D4F7456,The Boy With The Thorn In His Side,196.67546,1985
ARPN0Y61187B9ABAA0,SOWEFTO12A3F1EB976,Girlfriend In A Coma,123.01016,1987
ARD92TH1187FB57ACD,SOXDKAG12A6D4FA94A,Honey,238.602,1968
AR71MIY1187B9BA0C3,SODTRKW12A6D4F9A51,Planet Caravan (Remastered LP Version),244.50567,0
ARF8JDZ1187FB37A42,SOTVSNZ12A8C13DA01,Dragostea din tin (ma-ya-hi),213.7073,0
ARLY7P81187B9ACF4D,SONQEYS12AF72AABC9,Mr. Jones,272.79628,1991
ARNLVQB1187B9AEAB0,SOODHLO12AF72A1980,The Joker,263.96689,1973
ARRZUPG11F43A69EF7,SOQYHVZ12A6D4F93CF,Ben,174.10567,1998
AR6PJ8R1187FB5AD70,SOSMXVH12A58A7CA6C,Pienso En Ti,148.1922,1995
ARM0P6Z1187FB4D466,SODKJWI12A8151BD74,From The Ritz To The Rubble,193.43628,2004
ARC8CQZ1187B98DECA,SOWGZFG12A8151AF41,Monsoon,264.82893,2008
ARG72Q21187FB36243,SOJJYDE12AF729FC16,Two Is Better Than One,242.83383,2009
ARFIU2R1187B9927F9,SOWFHCO12AB0189063,Drunk Girls,221.64853,2010
ARWVF341187B9B55D8,SOYQYTX12AB0186FFA,Bury My Heart,382.37995,1994
ARH6W4X1187B99274F,SOBBZPM12AB017DF4B,Pop Is Dead,130.82077,1993
AR0N7RH1187B9B7497,SOKQFRT12A8C132F46,The Train Kept A Rollin',206.10567,1991
AR1K7TQ11C8A414EC8,SOGPESA12AB0180D65,Bang! Bang!,200.25424,2008
ARVL9VD1187B9AE186,SOAYHDS12AB018016A,Sorrow's Army,260.20526,2009
AR0OTEX1187FB3600D,SOTJEIC12A8C139054,Macarena,249.49506,1993
ARWKFPM1187FB4E712,SOOUXUD12AB0188D97,Jumpers (Album),264.4371,0
ARKJS6R1187FB46324,SOOIPWS12AB018CBBB,The House That Nat Built (Album Version),265.19465,0
AROSIKT1187B9A4D53,SOAOXTT12AB0182E23,Harder Than You Know,259.39546,2008
ARYPTWE1187FB49D64,SOZDGSX12A8C139AA7,Tha,547.13424,1992
ARQQ5B61187B9B4F61,SOHOVIP12A6D4F9267,Marigold,220.3424,0
ARASYMJ1187B9ACAF2,SOHWVJJ12AB0185F6D,Fool For Your Loving,250.3571,1980
AR748W61187B9B6AB8,SOSDZFY12A8C143718,Forgotten,226.11546,1999
ARHUC691187B9AD27F,SOEIQUY12AF72A086A,Eriatarka,380.42077,2003
ARHO39G1187FB4E31B,SOKUCXB12A6D4FAC0C,Caught Up In You,280.76363,1982
ARA3I0J1187FB57869,SOSDYAS12AB0180457,All Of This,280.00608,2003
AR4OU721187FB4549D,SOJHUQN12A6D4F8EDE,Emergency (Album Version),243.51302,0
ARXP7MQ1187FB3AC5F,SOWCLTO12A67021CEC,One Woman Man,271.62077,2001
ARWD25M1187FB4C563,SOSELMV12A6D4FCF5A,Valerie,229.85098,2007
AR4JOZD11C8A421F6A,SOQIHQO12AB018A35C,Wax on Tha Belt (Baby G Gets Biz),35.81342,1994
AR8LVM51187B996756,SOXVUOV12AC90758D7,Intro,77.19138,2002
ARJ7KF01187B98D717,SOEHTZE12A6310F0F2,One I Love,274.41587,2002
AR9IGU51187FB40D6B,SOIQRVH12AF729EE08,Nuff Fire,196.85832,2009
ARYBXCB11F50C4E0E0,SOEKYXP12AB018A004,That's My Home,188.86485,0
ARX14DU1187FB52D07,SOBHBKJ12A6D4F9D00,Love,304.69179,2000
ARRJ3UC1187FB579D7,SOPRQEX12A8C133558,Something About Mary,319.97342,2000
AR3FYKL1187FB44945,SODVXIB12AF72A37F3,Settle For A Slowdown,223.242,2005
AR7S2271187FB38B1F,SONQEAO12A6D4F8CB3,Rozando La Eternidad,211.90485,1989
AR756JL1187FB3D3A9,SOVAEBW12AB0182CE6,Mise En Bouche,246.38649,2002
AR73S4G1187B9A03C2,SOYDHXP12AB01849D4,Good Life,253.25669,2009
ARQOBT71187FB4CCCA,SOCIGMX12A8C144150,My Night With the Prostitute From Marseille,185.15546,2007
ARX2DLI1187FB4DD03,SOAECHX12A6D4FC3D9,Yippiyo-Ay,271.85587,2008
ARDAF601187FB4CD05,SOPPSDA12AF72A3D97,VooDoo,282.46159,2002
ARPD2KK1187B9B8B98,SOKNMJE12A67AE0421,Kids In America,184.39791,2006
ARLLWJQ1187B9B06A7,SOKUAEP12A8C13BE19,Estoy Enamorado De Ella (Salsa),210.70322,0
AR96LYR1187B9ABABD,SOUHTWB12A8C13BA4D,Manchild,232.202,1989
AREACYD1187FB566DE,SOAKYDR12A6D4F7800,Exile,259.86567,1988
ARC4W081187B9ACDBD,SOKSREW12A6D4F926D,Rebirthing (Album Version),233.32526,2006
ARVGCRM11F50C496F4,SOACRBY12AB017C757,On A Deeper Level,396.93016,0
ARY5UO61187FB5271F,SORTFPF12A81C2171A,Almeno Tu Nell'Universo,248.97261,0
AR37SX11187FB3E164,SOUNZHU12A8AE47481,I CAN'T GET STARTED,497.13587,0
ARL1MEI1187B9AD98B,SOMCKUB12AB018BD24,Punk Rock Girl,137.19465,2010
ARSUFX91187FB3B73E,SOBANHD12A58A7BB7C,Frontline,190.9024,2004
ARKZ13R1187FB54FEE,SOHMNPP12A58A7AE4B,What It Ain't,207.93424,0
AR87P0Q1187B989ADF,SOAIUDT12AF729F399,Lady,295.70567,1990
ARN5LYA1187FB4594A,SOBRSQO12AB017F8E7,Driver's Seat,220.89098,1978
AR048JZ1187B9AEB85,SOJDXQI12AF72A580E,One Year_ Six Months,208.79628,2003
ARENWML1187B99ECB6,SOMULQH12A8C138213,Marea (version acustica),261.90322,0
ARCE0IX1187FB528B4,SOARTQC12A58A77F0C,Shimmy Shimmy Quarter Turn (Take It Back To Square One),193.93261,2004
ARF91NB1187B98BDB8,SOVPSWY12A58A7B83F,Dustbowl,175.15057,2006
ARM6T8I1187FB36CC8,SOJWCWM12A8C13B664,"Suena (""Some Day"" end title song ""The Hunchback of Notre Dame"")",256.13016,1996
ARDD09D1187B99AD60,SOKHAAU12A6D4F71EF,Fog On The Tyne (Live),352.39138,0
ARRMPVV1187B9A34B6,SOXSFXZ12A8C139899,I'll Never Get Over You Getting Over Me,230.922,1992
ARCHO5Y1187FB5001F,SOFRDPR12A8C139B54,Born In Africa,210.05016,1996
AR5EYTL1187B98EDA0,SOHTKMO12AB01843B0,Catch You Baby (Steve Pitron & Max Sanna Radio Edit),181.21098,0
AREEUN81187B98D69E,SOARTRF12AB0181F4D,Por quererte,254.37995,2009
ARIH5GU1187FB4C958,SORKKTY12A8C132F3E,The Door,213.13261,1997
ARYKVZI1187B9AE8A9,SORKDUM12A6D4FA813,A Little Bit Of Love,190.17098,2007
AR15DJQ1187FB5910C,SOABIXP12A8C135F75,Witness,218.30485,0
AR8RQVM1187B9A2645,SOSJEEG12A6BD5571F,No Good 4 You,229.69424,0
AR1XIHA1187FB4AED3,SOSQIRI12A8C133897,Good Morning Susie Soho,324.15302,0
AR0L04E1187B9AE90C,SOXQYSC12A6310E908,Bitter Sweet Symphony,360.25424,1997
ARHQBRZ1187FB3BDA2,SOHRHCN12AB018B0F4,It's Not Easy (Being Green) (Featuring Pierre Bouvier Of Simple Plan),222.87628,2009
AR6M65W1187FB3611E,SOKMDJJ12AB0181C64,Starfish-On-The-Toast (2008 Digital Remaster),169.22077,2000
ARP29T31187B98DD5F,SODFRAX12A8C13274B,Let It Go,220.08118,2007
ARFNJLY1187FB3E735,SOUGLIK12A8C143DF4,Solar Powered,268.93016,2000
ARG85O51187B99CC1D,SOTJXIH12A6D228208,The Vision,260.62322,1997
AREHK7O1187B9ADDD7,SOCNCGL127D9786D66,Lovefool,198.21669,1996
AREIK8S1187B9A6071,SOBNYLJ12AB0189934,La Derrota de Un Don Juan,270.78485,0
ARANOZN1187B9B373E,SOTPQFM12AB017AC9E,I'm Not A Loser,89.23383,1982
ARQSM561187FB4A0CF,SOLQSYZ12A58A7919B,Spinning (Album Version),172.90404,2008
ARBX1FQ1187FB42BD5,SOGIHQJ12A58A75AC9,World Coming Down,198.60853,2005
AR6892W1187B9AC71B,SODWXQV12A6310F10D,English Summer Rain,241.52771,2003
AROSI8L1187B9ACD43,SOKYHYL12A8C13D79D,It Was A Good Day,252.02893,1992
ARRB3GQ1187FB52D14,SOCJWPI12A8C13D357,Wish I Didn't Miss You,269.37424,2001
AR15R2V1187B9A9803,SOLNAVA12AB01842E0,Star Eyes,311.90159,1996
AR049S81187B9AE8A5,SOJWFXM12A3F1EBE8B,Human,265.35138,1986
ARH6W4X1187B99274F,SOSQIHH12A8C13370B,15 Step,237.21751,2007
ARL7J7C11C8A41747C,SOARSZY12A8C140F20,Always Attract,366.41914,2008
ARKS2FE1187B99325D,SOCUITT12AB0187A32,Thugs Like Me,236.09424,0
AR3TRNJ1187B9AE8AB,SOSNMJN12A58A7A649,Walking On Sunshine,220.9171,1985
AR558FS1187FB45658,SOGDBUF12A8C140FAA,Intro,75.67628,2003
ARJIG5P1187B98D9DE,SONHWUN12AC468C014,Rianna,133.98159,0
ARC3KQN1187FB54018,SOYJPKO12A6D4FDCEA,s.Ada.Licht,176.97914,2007
AR0WBBL1187FB4677D,SOROSRY12A6D4F7B64,Risque (Album Version),222.22322,2006
AR1WKBM1187FB38900,SOQKCRV12AB018B431,Always Will (LP Version),281.80853,2002
AR7S2271187FB38B1F,SOMEFTJ12A6D4F8CAC,No Puedo Evitar (Pensar En Ti),202.91873,1986
ARFSZGT1187B9B1E44,SOBBHVN12A6702162D,More Adventurous (Album Version),205.26975,2004
ART5MUE1187B98C961,SOQDMXT12A6D4F8255,Fade To Black,415.16363,1984
ARI3ZJB1187B9B66E8,SOJCJMT12A8AE492E5,Musti Sotakoira (2007 Digital Remaster),101.19791,0
ARD2NDU1187B99B615,SOVFUXP12AB018F6F0,Johnny_ I Hardly Knew Ya,292.25751,0
ARH6W4X1187B99274F,SOSYMSX12A6310DFE2,Subterranean Homesick Alien,267.20608,1997
AR8UZXF1187B9AB868,SORAHAG12AB0182BD0,Songs Of The Season,182.12526,0
ARDQ9AP1187B9BA3F6,SOHGMJH12AB0187130,In A Dead World (Album Version),254.45832,0
ARCZODZ1187B9B92E9,SOFDXZL12A6D4F96AB,Baja por diversion (directo 05),217.70404,0
AR9RYZP1187FB36C6A,SOMUJKC12AB01865AD,The Invitation,58.87955,2009
AR3SX9G1187FB52D72,SOWHEAR12A8C13CE45,Please Don't Go,240.8224,0
ARN8NCB1187FB49652,SOCHPTV12A6BD53113,Die Kunst der Fuge_ BWV 1080 (2007 Digital Remaster): Contrapunctus XVII - Inversus,172.38159,0
ARO4NIA1187B9B8289,SOHRKIG12A8C1415C7,Get Set For The Blues,165.58975,1957
ARR3ONV1187B9A2F59,SOYCHDB12A8C13F2C8,Can't Take My Eyes Off You,211.12118,0
ARQUMH41187B9AF699,SOEKSGJ12A67AE227E,Crawling (Album Version),208.95302,2000
ARCS4GZ1187FB469EB,SOBJDDA12A6BD53159,Long Black Road,198.922,2007
ARB3YNF1187B992AF0,SOXTMWU12AB0185E3B,One More Lie (Standing In The Shadows),184.47628,2010
AR2FAMK1187FB4CF60,SOISFRK12A6D4F573D,Affliction,328.72444,2006
ARC8CQZ1187B98DECA,SOOQPIK12A6701F1C5,Fortunate Fool,228.70159,2000
ARI7RGN1187FB40849,SOOWUWR12A8C13A62C,Beautiful Flower,231.6273,2009
ARAFIWJ1187FB38D33,SODHOHA12A8C1397F1,Club Soda (Album),266.10893,2008
AR65K7A1187FB4DAA4,SORLLRN12A58A7F1EE,Be With You,260.20526,2003
AR66PLO1187FB4C8E5,SOWLLXC12AB0180FFE,The Running Man,207.20281,2009
ARZENOX1187B98A645,SOECLAD12AAF3B120A,St. Patrick's Day,321.09669,0
ARR3ONV1187B9A2F59,SOIZLKI12A6D4F7B61,Supermassive Black Hole (Album Version),209.34485,0
AR12F2S1187FB56EEF,SOHTQAS12A6701C7BA,Crazy,319.73832,1993
ARD46C811C8A414F3F,SOTNHIP12AB0183131,Make Her Say,237.76608,2009
ARMRCET1187FB52049,SOHKKXU12A67ADA08F,Voodoo Doll,263.05261,0
ARCPYBD1187B9A56CE,SOYPWPS12AC4688650,Inches And Falling (I Love_ Love) (Live),225.802,0
ARQFJDL1187B98BF86,SONQLSC12AB01816E0,The Raft,431.28118,2009
ARXDQJB1187FB57154,SOWTCLZ12A8AE4572F,Drifting Away,218.04363,1996
ARJTYAT1187FB51ABA,SODHEKL12AB01838C7,Va Bien,204.7473,1999
ARWNARC122BCFCAFEB,SOIBHYW12AB0188F49,Shiny & New,179.25179,2009
ARFVYJI1187B9B8E13,SOAOJYY12A58A7B2F9,Not For You,352.88771,1994
ARAFIWJ1187FB38D33,SOIMLDL12A8C14283D,Stranger Lover,224.26077,2006
AR5E44Z1187B9A1D74,SOBONKR12A58A7A7E0,You're The One,239.3073,1990
ARZNLRE1187B99B6C3,SOYUKXG12A58A77837,Crazy,180.00934,2003
ARI4S0E1187B9B06C0,SOEMXXF12A6D4F932C,Waterfall (Spirit Of The Rainforest Album Version),363.41506,0
AR5Z97E1187FB36169,SOZYHNC12A8C13B9D0,Pa' Que Retozen (Amended Version),151.74485,2003
ARYJ7KN1187B98CC73,SODCQYZ12A6D4F9B26,My Everything (Lost In Worship Album Version),246.04689,0
ARUOOPO119B8668087,SOEDHLM12AB0187C73,Love My Shake,409.05098,2009
